,terms,sentiment,polarity
16638,golem,negative,0.4117647058823529
16639,golf,positive,0.5467625899280576
16640,golfer,negative,0.5
16641,golfers,positive,0.7142857142857143
16642,golfing,negative,0.4
16643,goliath,positive,0.6153846153846154
16644,goliaths,negative,0.4
16645,golino,negative,0.2857142857142857
16646,gollum,positive,0.5333333333333333
16647,golly,negative,0.3888888888888889
16648,golmaal,positive,0.8
16649,golubeva,negative,0.14285714285714285
16650,gomer,negative,0.0
16651,gomez,positive,0.8032786885245902
16652,gone,negative,0.47840172786177104
16653,gong,positive,0.5869565217391305
16654,gonna,negative,0.34111310592459604
16655,gonz,positive,0.6666666666666666
16656,gonzales,positive,0.6470588235294118
16657,gonzalez,positive,0.6818181818181818
16658,gonzalo,negative,0.4
16659,gonzo,positive,0.6410256410256411
16660,goo,negative,0.38666666666666666
16661,good,negative,0.5077700077700078
16662,goodall,positive,1.0
16663,goodbye,positive,0.6180555555555556
16664,goodbyes,positive,1.0
16665,goode,negative,0.4
16666,gooder,positive,0.5238095238095238
16667,gooders,negative,0.4
16668,goodfellas,positive,0.5737704918032787
16669,goodie,negative,0.47058823529411764
16670,goodies,negative,0.3488372093023256
16671,gooding,positive,0.6814159292035398
16672,goodman,positive,0.656
16673,goodness,negative,0.40794223826714804
16674,goodnight,positive,0.696969696969697
16675,goodnik,positive,0.7142857142857143
16676,goodrich,positive,1.0
16677,goods,positive,0.6470588235294118
16678,goodtimes,positive,0.9333333333333333
16679,goodwill,negative,0.4375
16680,goodwin,negative,0.3333333333333333
16681,goody,negative,0.47692307692307695
16682,gooey,negative,0.25925925925925924
16683,goof,negative,0.4050632911392405
16684,goofball,negative,0.4166666666666667
16685,goofed,negative,0.2
16686,goofier,negative,0.2857142857142857
16687,goofiest,negative,0.2222222222222222
16688,goofiness,negative,0.4166666666666667
16689,goofing,negative,0.4444444444444444
16690,goofs,negative,0.4235294117647059
16691,goofy,negative,0.3671497584541063
16692,google,negative,0.4074074074074074
16693,googled,positive,0.6
16694,googly,positive,0.6666666666666666
16695,gook,negative,0.16666666666666666
16696,gooks,negative,0.0
16697,goon,positive,0.5106382978723404
16698,goonie,positive,0.6666666666666666
16699,goonies,positive,0.52
16700,goons,positive,0.5263157894736842
16701,goony,positive,1.0
16702,goop,negative,0.4444444444444444
16703,goose,positive,0.5384615384615384
16704,goosebumps,positive,0.56
16705,gopal,negative,0.1951219512195122
16706,gopher,negative,0.2
16707,gor,negative,0.32142857142857145
16708,goran,positive,0.8333333333333334
16709,gorbunov,positive,1.0
16710,gorcey,positive,0.5714285714285714
16711,gordan,negative,0.3
16712,gordon,positive,0.5571955719557196
16713,gordone,positive,1.0
16714,gordy,negative,0.0
16715,gore,negative,0.31377343113284434
16716,gorefest,positive,0.625
16717,gorefests,positive,0.6666666666666666
16718,gorehound,positive,0.5454545454545454
16719,gorehounds,positive,0.7428571428571429
16720,gorge,negative,0.2222222222222222
16721,gorgeous,positive,0.7157772621809745
16722,gorgeously,positive,0.8285714285714286
16723,gorges,positive,1.0
16724,gorier,negative,0.4
16725,goriest,positive,0.6086956521739131
16726,gorilla,negative,0.359375
16727,gorillas,negative,0.21739130434782608
16728,goring,positive,0.9090909090909091
16729,gorman,positive,1.0
16730,gormless,negative,0.1
16731,gornick,negative,0.0
16732,goro,positive,0.8888888888888888
16733,goroshkov,positive,1.0
16734,gorris,positive,1.0
16735,gorshin,positive,0.9444444444444444
16736,gory,negative,0.40347826086956523
16737,goryuy,positive,1.0
16738,goscinny,positive,0.6666666666666666
16739,gosford,positive,0.5714285714285714
16740,gosh,negative,0.38317757009345793
16741,gosha,positive,0.7073170731707317
16742,gosling,positive,0.578125
16743,gospel,negative,0.4482758620689655
16744,gospels,negative,0.0625
16745,gosselaar,positive,0.6
16746,gosset,positive,0.8571428571428571
16747,gossett,negative,0.3235294117647059
16748,gossip,positive,0.6493506493506493
16749,gossiping,positive,0.875
16750,gossipy,positive,0.6666666666666666
16751,got,negative,0.44644991632799425
16752,gotcha,negative,0.3076923076923077
16753,goth,negative,0.2727272727272727
16754,gotham,positive,0.8461538461538461
16755,gothenburg,positive,0.5714285714285714
16756,gothic,positive,0.660377358490566
16757,gothika,negative,0.3333333333333333
16758,goths,negative,0.2
16759,goto,positive,0.625
16760,gotta,negative,0.4523809523809524
16761,gotten,negative,0.48787878787878786
16762,gottfried,negative,0.21428571428571427
16763,gottschalk,positive,0.5555555555555556
16764,gouald,positive,1.0
16765,gouden,positive,0.8
16766,goudurix,negative,0.16666666666666666
16767,gouge,negative,0.047619047619047616
16768,gouged,negative,0.5
16769,gough,positive,0.8125
16770,gouging,negative,0.3157894736842105
16771,gould,positive,0.5135135135135135
16772,gourd,positive,0.7142857142857143
16773,gov,positive,0.8333333333333334
16774,govern,positive,0.6666666666666666
16775,governed,positive,0.6875
16776,governess,positive,0.5384615384615384
16777,governing,positive,1.0
16778,government,positive,0.5459940652818991
16779,governmental,positive,0.5333333333333333
16780,governments,positive,0.7377049180327869
16781,governor,positive,0.6020408163265306
16782,governors,positive,0.9090909090909091
16783,governs,positive,0.8
16784,govind,positive,0.8
16785,govinda,negative,0.3490566037735849
16786,govt,positive,0.75
16787,gown,positive,0.5689655172413793
16788,gowns,positive,0.5384615384615384
16789,goy,positive,0.6
16790,goya,negative,0.030303030303030304
16791,goyokin,positive,0.8181818181818182
16792,gozu,positive,0.75
16793,gp,positive,0.6
16794,gps,positive,0.7142857142857143
16795,gr,negative,0.4857142857142857
16796,gra,positive,0.6
16797,graaff,positive,1.0
16798,grab,negative,0.458955223880597
16799,grabbed,positive,0.532258064516129
16800,grabber,positive,0.6923076923076923
16801,grabbing,negative,0.4057971014492754
16802,grable,positive,0.5892857142857143
16803,graboids,negative,0.0
16804,grabs,positive,0.5617977528089888
16805,grace,negative,0.5042016806722689
16806,graced,positive,0.625
16807,graceful,positive,0.8
16808,gracefully,positive,0.525
16809,graces,negative,0.4
16810,gracia,positive,1.0
16811,gracias,positive,0.8571428571428571
16812,gracie,positive,0.6909090909090909
16813,gracious,negative,0.5
16814,graciously,negative,0.375
16815,graciousness,negative,0.42857142857142855
16816,grad,negative,0.36363636363636365
16817,grade,negative,0.3212669683257919
16818,graded,negative,0.4
16819,grader,negative,0.20689655172413793
16820,graders,negative,0.08333333333333333
16821,grades,negative,0.4090909090909091
16822,grading,negative,0.4782608695652174
16823,grads,negative,0.0
16824,gradual,positive,0.7631578947368421
16825,gradually,positive,0.7137681159420289
16826,graduate,positive,0.616822429906542
16827,graduated,positive,0.5178571428571429
16828,graduates,negative,0.475
16829,graduating,positive,0.8
16830,graduation,negative,0.37755102040816324
16831,grady,positive,0.6714285714285714
16832,graff,negative,0.0
16833,graffiti,negative,0.3111111111111111
16834,graffitti,negative,0.14285714285714285
16835,grafitti,positive,1.0
16836,grafted,negative,0.0
16837,grafting,negative,0.3333333333333333
16838,graham,negative,0.5023041474654378
16839,grahame,positive,0.75
16840,grail,negative,0.4098360655737705
16841,grain,positive,0.6
16842,grainger,positive,0.8571428571428571
16843,graininess,negative,0.3
16844,grains,positive,0.6666666666666666
16845,grainy,negative,0.4180790960451977
16846,gram,negative,0.01818181818181818
16847,grammar,positive,0.5285714285714286
16848,grammatical,negative,0.4
16849,grammer,positive,0.8571428571428571
16850,grammy,positive,0.8888888888888888
16851,grampa,positive,0.8
16852,gramps,negative,0.2857142857142857
16853,grams,negative,0.03333333333333333
16854,gran,positive,0.6923076923076923
16855,grand,positive,0.6398891966759003
16856,grandad,positive,0.875
16857,grandchild,positive,0.8333333333333334
16858,grandchildren,positive,0.7894736842105263
16859,granddad,positive,0.75
16860,granddaddy,positive,0.625
16861,granddaughter,positive,0.6190476190476191
16862,granddaughters,positive,0.5714285714285714
16863,grande,negative,0.43478260869565216
16864,grander,positive,0.7307692307692307
16865,grandest,positive,0.5384615384615384
16866,grandeur,positive,0.7162162162162162
16867,grandfather,positive,0.7214285714285714
16868,grandfathers,positive,1.0
16869,grandin,negative,0.0
16870,grandiose,positive,0.5555555555555556
16871,grandkids,positive,0.8
16872,grandly,positive,0.6
16873,grandma,negative,0.43795620437956206
16874,grandmaster,positive,0.6666666666666666
16875,grandmother,positive,0.5373134328358209
16876,grandmothers,positive,0.5217391304347826
16877,grandpa,negative,0.4090909090909091
16878,grandparent,positive,0.75
16879,grandparents,positive,0.6447368421052632
16880,grandpas,positive,0.6
16881,grandson,positive,0.5135135135135135
16882,grandsons,negative,0.5
16883,grange,positive,0.8333333333333334
16884,granger,positive,0.8725490196078431
16885,granite,negative,0.0
16886,grannies,negative,0.4444444444444444
16887,granny,negative,0.36764705882352944
16888,grant,positive,0.5847953216374269
16889,granted,positive,0.5295358649789029
16890,granting,negative,0.2857142857142857
16891,grants,negative,0.45
16892,grape,positive,0.6956521739130435
16893,grapefruit,negative,0.0
16894,grapes,positive,0.6896551724137931
16895,grapevine,positive,0.8333333333333334
16896,grapewin,positive,1.0
16897,graphic,positive,0.5630397236614854
16898,graphical,positive,0.7368421052631579
16899,graphically,positive,0.5441176470588235
16900,graphics,positive,0.5357142857142857
16901,grapple,positive,0.7391304347826086
16902,grappled,positive,1.0
16903,grapples,positive,1.0
16904,grappling,positive,0.6521739130434783
16905,gras,positive,0.696969696969697
16906,grasp,positive,0.5707762557077626
16907,grasped,positive,0.5217391304347826
16908,grasping,positive,0.5833333333333334
16909,grasps,positive,0.7777777777777778
16910,grass,negative,0.460431654676259
16911,grasshopper,positive,0.9047619047619048
16912,grasshoppers,positive,0.8461538461538461
16913,grassy,negative,0.5
16914,grate,positive,0.5625
16915,grated,negative,0.2857142857142857
16916,grateful,positive,0.6715328467153284
16917,gratefully,negative,0.5
16918,grates,negative,0.2413793103448276
16919,gratification,positive,0.5714285714285714
16920,gratified,positive,1.0
16921,gratifying,positive,0.7272727272727273
16922,grating,negative,0.20987654320987653
16923,gratingly,negative,0.0
16924,gratitude,positive,0.7804878048780488
16925,gratuitous,negative,0.3491773308957952
16926,gratuitously,negative,0.14285714285714285
16927,grauer,negative,0.0
16928,grauman,positive,1.0
16929,grave,negative,0.34347826086956523
16930,gravedancers,negative,0.0
16931,gravedigger,positive,0.5263157894736842
16932,gravel,negative,0.2727272727272727
16933,gravelly,positive,0.6
16934,gravely,negative,0.2777777777777778
16935,graves,negative,0.42857142857142855
16936,gravestone,positive,0.6666666666666666
16937,graveyard,positive,0.5317460317460317
16938,graveyards,negative,0.4166666666666667
16939,gravitas,negative,0.5
16940,gravitate,positive,0.75
16941,gravitational,negative,0.2
16942,gravity,negative,0.4166666666666667
16943,gravy,negative,0.4782608695652174
16944,gray,negative,0.39747634069400634
16945,grayce,positive,1.0
16946,grays,positive,0.5555555555555556
16947,grayson,positive,0.7972027972027972
16948,graystone,negative,0.2
16949,grazia,negative,0.0
16950,grazing,negative,0.4444444444444444
16951,grease,negative,0.32673267326732675
16952,greased,negative,0.3333333333333333
16953,greaser,positive,0.8333333333333334
16954,greasy,negative,0.3617021276595745
16955,great,positive,0.7109566828816307
16956,greater,positive,0.6612149532710281
16957,greatest,positive,0.7327061427780852
16958,greatly,positive,0.6739130434782609
16959,greatness,positive,0.6476190476190476
16960,greats,positive,0.611764705882353
16961,greaves,positive,1.0
16962,grebbs,positive,1.0
16963,greco,negative,0.0
16964,greece,negative,0.5076923076923077
16965,greed,positive,0.6476190476190476
16966,greedy,positive,0.5505050505050505
16967,greek,positive,0.6025641025641025
16968,greeks,negative,0.2608695652173913
16969,green,positive,0.5169230769230769
16970,greenaway,negative,0.2318840579710145
16971,greenaways,negative,0.0
16972,greenberg,positive,0.75
16973,greendale,negative,0.06666666666666667
16974,greene,positive,0.819047619047619
16975,greener,positive,0.5454545454545454
16976,greenery,positive,0.8
16977,greenfield,positive,0.6
16978,greengrass,positive,0.7272727272727273
16979,greenhouse,negative,0.2413793103448276
16980,greenland,negative,0.0
16981,greenlight,negative,0.13333333333333333
16982,greenlighted,negative,0.0
16983,greenlit,negative,0.0
16984,greenman,negative,0.0
16985,greenquist,negative,0.3333333333333333
16986,greens,positive,0.6666666666666666
16987,greenstreet,positive,0.6557377049180327
16988,greenwich,positive,0.75
16989,greenwood,positive,0.6511627906976745
16990,greer,negative,0.3888888888888889
16991,greet,positive,0.6153846153846154
16992,greeted,positive,0.6744186046511628
16993,greeting,positive,0.5333333333333333
16994,greetings,positive,0.6842105263157895
16995,greets,positive,0.6296296296296297
16996,greg,positive,0.5833333333333334
16997,gregg,negative,0.4375
16998,gregor,positive,0.5454545454545454
16999,gregory,positive,0.5548780487804879
17000,gregorys,negative,0.0
17001,gregson,positive,0.7142857142857143
17002,greico,positive,0.6666666666666666
17003,greist,positive,1.0
17004,gremlin,negative,0.2727272727272727
17005,gremlins,negative,0.20987654320987653
17006,grenade,positive,0.5111111111111111
17007,grenades,negative,0.34375
17008,grendel,negative,0.013888888888888888
17009,grendels,negative,0.0
17010,grenfell,positive,1.0
17011,grenier,positive,0.5454545454545454
17012,greta,positive,0.7
17013,gretchen,positive,0.7580645161290323
17014,gretel,positive,0.6666666666666666
17015,gretta,positive,0.6
17016,grew,positive,0.6031468531468531
17017,grey,positive,0.625748502994012
17018,greydon,negative,0.07142857142857142
17019,greys,positive,0.75
17020,greyson,negative,0.0
17021,greystoke,positive,0.6666666666666666
17022,greystone,positive,1.0
17023,grid,negative,0.0
17024,gridiron,negative,0.5
17025,grieco,negative,0.34210526315789475
17026,grief,positive,0.577639751552795
17027,grieg,positive,1.0
17028,grier,negative,0.2840909090909091
17029,grievances,negative,0.5
17030,grieve,positive,0.6296296296296297
17031,grieved,negative,0.375
17032,grieves,positive,0.6363636363636364
17033,grieving,negative,0.49206349206349204
17034,grievous,negative,0.5
17035,grievously,negative,0.2
17036,griffin,negative,0.4383561643835616
17037,griffith,positive,0.5377358490566038
17038,griffiths,positive,0.6976744186046512
17039,grifter,positive,0.75
17040,grifters,positive,0.8518518518518519
17041,grill,negative,0.18181818181818182
17042,grille,positive,1.0
17043,grilled,negative,0.2
17044,grilling,negative,0.42857142857142855
17045,grim,positive,0.7142857142857143
17046,grimace,negative,0.05555555555555555
17047,grimaces,negative,0.22727272727272727
17048,grimacing,negative,0.0
17049,grime,positive,0.8571428571428571
17050,grimes,positive,0.8421052631578947
17051,grimly,positive,1.0
17052,grimm,positive,0.75
17053,grimmer,positive,0.75
17054,grimness,positive,0.9090909090909091
17055,grims,positive,0.8
17056,grimy,positive,0.7333333333333333
17057,grin,positive,0.5242718446601942
17058,grinch,positive,0.5657142857142857
17059,grind,negative,0.3448275862068966
17060,grinder,negative,0.13333333333333333
17061,grinders,negative,0.07692307692307693
17062,grindhouse,negative,0.2962962962962963
17063,grinding,negative,0.3829787234042553
17064,grindingly,negative,0.0
17065,grinds,negative,0.14285714285714285
17066,gringo,positive,0.5714285714285714
17067,grinnage,positive,1.0
17068,grinned,negative,0.3333333333333333
17069,grinning,positive,0.6379310344827587
17070,grins,negative,0.5
17071,grint,positive,0.925
17072,grip,positive,0.6124031007751938
17073,gripe,positive,0.6212121212121212
17074,gripes,positive,0.6666666666666666
17075,griping,positive,0.8571428571428571
17076,gripped,positive,0.7674418604651163
17077,gripping,positive,0.8310991957104558
17078,grips,positive,0.7397260273972602
17079,grisby,positive,1.0
17080,grisham,negative,0.28205128205128205
17081,grisly,negative,0.45871559633027525
17082,grist,negative,0.42857142857142855
17083,griswalds,negative,0.0
17084,griswold,negative,0.0
17085,griswolds,negative,0.0
17086,grit,positive,0.7222222222222222
17087,grits,negative,0.4
17088,gritted,negative,0.2
17089,grittier,positive,0.631578947368421
17090,grittiest,positive,1.0
17091,grittiness,positive,0.7142857142857143
17092,gritting,negative,0.16666666666666666
17093,gritty,positive,0.7719665271966527
17094,grizzled,negative,0.325
17095,grizzly,positive,0.6428571428571429
17096,groan,negative,0.16666666666666666
17097,groaned,negative,0.14285714285714285
17098,groaner,negative,0.0
17099,groaning,negative,0.07692307692307693
17100,groans,negative,0.14285714285714285
17101,groceries,negative,0.21428571428571427
17102,grocery,positive,0.5166666666666667
17103,grodin,negative,0.2903225806451613
17104,groener,negative,0.3333333333333333
17105,grohl,positive,1.0
17106,groin,negative,0.4186046511627907
17107,gromit,positive,0.8311688311688312
17108,groom,positive,0.6428571428571429
17109,groomed,negative,0.42424242424242425
17110,grooming,negative,0.07692307692307693
17111,grooms,positive,1.0
17112,groove,positive,0.5806451612903226
17113,groovin,positive,1.0
17114,groovy,positive,0.5818181818181818
17115,grope,negative,0.0
17116,groped,positive,0.8
17117,groping,negative,0.18181818181818182
17118,gross,negative,0.3710843373493976
17119,grosse,negative,0.4473684210526316
17120,grossed,negative,0.38095238095238093
17121,grossing,positive,0.696969696969697
17122,grossly,negative,0.4625
17123,grossman,positive,1.0
17124,grossness,negative,0.125
17125,grot,positive,0.9166666666666666
17126,grotesque,negative,0.5054347826086957
17127,grotesquely,negative,0.25925925925925924
17128,grotesques,positive,0.5555555555555556
17129,grouch,negative,0.5
17130,groucho,negative,0.35
17131,grouchy,negative,0.4
17132,ground,negative,0.4564459930313589
17133,groundbreaking,positive,0.6422018348623854
17134,grounded,positive,0.7195121951219512
17135,groundhog,positive,0.7222222222222222
17136,grounding,positive,0.5454545454545454
17137,groundless,negative,0.5
17138,grounds,negative,0.4789915966386555
17139,groundswell,positive,0.6
17140,groundwork,negative,0.2727272727272727
17141,group,negative,0.4894578313253012
17142,grouped,positive,0.7142857142857143
17143,groupie,negative,0.5
17144,groupies,positive,0.5714285714285714
17145,grouping,positive,0.8571428571428571
17146,groups,positive,0.603112840466926
17147,grove,negative,0.21428571428571427
17148,grover,negative,0.36363636363636365
17149,groves,positive,0.8333333333333334
17150,grow,positive,0.5907534246575342
17151,growed,negative,0.2857142857142857
17152,growing,positive,0.6632653061224489
17153,growl,negative,0.25
17154,growling,negative,0.19444444444444445
17155,growls,negative,0.2857142857142857
17156,grown,positive,0.5360655737704918
17157,grownups,positive,0.6923076923076923
17158,grows,positive,0.5530546623794212
17159,growth,positive,0.6044776119402985
17160,grrr,negative,0.0
17161,grubbing,negative,0.26666666666666666
17162,grubby,negative,0.2777777777777778
17163,grudge,negative,0.25980392156862747
17164,grudges,positive,0.5555555555555556
17165,grudging,positive,0.6666666666666666
17166,grudgingly,positive,0.52
17167,gruel,negative,0.09090909090909091
17168,grueling,positive,0.5675675675675675
17169,gruelling,positive,0.5714285714285714
17170,gruesome,negative,0.5012468827930174
17171,gruesomely,positive,0.5357142857142857
17172,gruesomeness,negative,0.3333333333333333
17173,gruff,positive,0.6625
17174,gruffudd,positive,0.6666666666666666
17175,grumbling,positive,0.7142857142857143
17176,grumpiness,positive,0.6666666666666666
17177,grumpy,positive,0.5714285714285714
17178,grunberg,negative,0.3333333333333333
17179,gruner,negative,0.0
17180,grunge,negative,0.3888888888888889
17181,grungy,positive,0.7894736842105263
17182,grunick,positive,1.0
17183,grunt,negative,0.5
17184,grunting,negative,0.42105263157894735
17185,grunts,negative,0.375
17186,grusin,positive,0.8333333333333334
17187,grutter,positive,1.0
17188,gruver,positive,1.0
17189,gs,positive,0.6
17190,gt,negative,0.5
17191,gta,positive,0.5384615384615384
17192,gu,positive,0.8181818181818182
17193,guacamole,positive,0.6
17194,guadalcanal,positive,1.0
17195,guano,negative,0.0
17196,guantanamo,negative,0.23529411764705882
17197,guarantee,negative,0.5
17198,guaranteed,positive,0.5974025974025974
17199,guarantees,positive,0.8947368421052632
17200,guard,negative,0.5064935064935064
17201,guarded,negative,0.4716981132075472
17202,guardian,positive,0.6388888888888888
17203,guardians,negative,0.5
17204,guarding,positive,0.6842105263157895
17205,guards,negative,0.3988439306358382
17206,guardsmen,negative,0.0
17207,guatemala,negative,0.42857142857142855
17208,gubra,positive,1.0
17209,gucci,negative,0.0
17210,guccione,negative,0.0
17211,guerilla,positive,0.6666666666666666
17212,guernsey,negative,0.07692307692307693
17213,guerrero,positive,0.9210526315789473
17214,guerrilla,positive,0.6727272727272727
17215,guerrillas,positive,0.6842105263157895
17216,guess,negative,0.32502280328367283
17217,guessed,negative,0.30701754385964913
17218,guesses,negative,0.45454545454545453
17219,guessing,positive,0.5917808219178082
17220,guest,positive,0.5886889460154242
17221,guests,negative,0.472636815920398
17222,guetary,positive,0.7391304347826086
17223,guevara,positive,0.746268656716418
17224,guevarra,negative,0.0
17225,guez,negative,0.0
17226,guff,negative,0.3333333333333333
17227,guffaw,negative,0.45454545454545453
17228,guffawed,negative,0.3333333333333333
17229,guffawing,negative,0.5
17230,guffaws,negative,0.4
17231,guffman,positive,0.8461538461538461
17232,gugino,positive,0.9375
17233,guidance,positive,0.6103896103896104
17234,guide,positive,0.595166163141994
17235,guided,positive,0.575
17236,guidelines,negative,0.4166666666666667
17237,guides,positive,0.6271186440677966
17238,guiding,positive,0.6363636363636364
17239,guido,negative,0.2727272727272727
17240,guignol,positive,0.8636363636363636
17241,guild,negative,0.4090909090909091
17242,guildenstern,positive,0.8571428571428571
17243,guile,negative,0.5
17244,guilfoyle,positive,1.0
17245,guillame,positive,0.6
17246,guillaume,positive,0.8461538461538461
17247,guillermo,negative,0.11764705882352941
17248,guillotine,negative,0.45161290322580644
17249,guillotines,negative,0.21428571428571427
17250,guilt,positive,0.7270029673590505
17251,guilty,positive,0.556
17252,guinea,negative,0.3523809523809524
17253,guiness,positive,0.8793103448275862
17254,guinevere,positive,0.8181818181818182
17255,guinn,positive,0.8888888888888888
17256,guinness,positive,0.7049180327868853
17257,guise,positive,0.578125
17258,guises,positive,0.75
17259,guitar,positive,0.5797101449275363
17260,guitarist,positive,0.6176470588235294
17261,guitarists,positive,0.6
17262,guitars,negative,0.42105263157894735
17263,gujarati,negative,0.3
17264,gulag,negative,0.5
17265,gulager,positive,0.6666666666666666
17266,gulch,positive,0.6
17267,gulf,negative,0.4878048780487805
17268,gulfax,positive,0.6666666666666666
17269,gullibility,negative,0.14285714285714285
17270,gullible,negative,0.3548387096774194
17271,gulliver,positive,0.7083333333333334
17272,gulp,negative,0.36363636363636365
17273,gulpilil,positive,1.0
17274,gulshan,negative,0.0
17275,gum,negative,0.37681159420289856
17276,gumby,negative,0.2222222222222222
17277,gummer,positive,0.90625
17278,gummi,positive,0.7142857142857143
17279,gummo,negative,0.4166666666666667
17280,gump,negative,0.375
17281,gumption,positive,0.7777777777777778
17282,gums,negative,0.2222222222222222
17283,gun,negative,0.40577617328519855
17284,gunbuster,positive,1.0
17285,gundam,positive,0.9699248120300752
17286,gundams,positive,1.0
17287,gunfight,negative,0.36538461538461536
17288,gunfighter,positive,0.6896551724137931
17289,gunfighters,negative,0.4
17290,gunfights,positive,0.5476190476190477
17291,gunfire,negative,0.3728813559322034
17292,gung,positive,0.6060606060606061
17293,gunga,positive,1.0
17294,gunk,negative,0.0
17295,gunman,positive,0.7272727272727273
17296,gunmen,positive,0.55
17297,gunn,positive,0.7272727272727273
17298,gunna,positive,0.7142857142857143
17299,gunnar,negative,0.5
17300,gunned,negative,0.3
17301,gunner,positive,0.6388888888888888
17302,gunning,positive,0.7083333333333334
17303,gunns,positive,1.0
17304,gunplay,negative,0.42857142857142855
17305,gunpoint,negative,0.3235294117647059
17306,gunpowder,negative,0.125
17307,guns,negative,0.38304552590266877
17308,gunshot,negative,0.46511627906976744
17309,gunshots,negative,0.29545454545454547
17310,gunslinger,positive,0.5862068965517241
17311,gunslingers,positive,0.6363636363636364
17312,gunsmoke,positive,0.7894736842105263
17313,gunther,positive,0.875
17314,gurgling,positive,1.0
17315,gurie,negative,0.0
17316,gurnemanz,positive,0.5454545454545454
17317,gurney,positive,0.7692307692307693
17318,gurning,negative,0.0
17319,gurns,negative,0.0
17320,guru,positive,0.5568181818181818
17321,gus,negative,0.49473684210526314
17322,gush,negative,0.3333333333333333
17323,gushes,negative,0.45454545454545453
17324,gushing,negative,0.3783783783783784
17325,gushy,negative,0.3
17326,gussie,positive,0.5833333333333334
17327,gussied,positive,1.0
17328,gust,positive,0.6363636363636364
17329,gustad,positive,1.0
17330,gustafsson,positive,1.0
17331,gustav,positive,0.7924528301886793
17332,gustave,negative,0.4444444444444444
17333,gusto,positive,0.6413043478260869
17334,gut,positive,0.6342857142857142
17335,guthrie,negative,0.09090909090909091
17336,gutierrez,positive,0.6666666666666666
17337,gutless,negative,0.1111111111111111
17338,guts,negative,0.48942598187311176
17339,gutsy,positive,0.75
17340,gutted,negative,0.4782608695652174
17341,guttenberg,negative,0.022222222222222223
17342,guttenburg,negative,0.0
17343,gutter,positive,0.5344827586206896
17344,gutting,negative,0.3
17345,guttural,negative,0.3125
17346,guy,negative,0.36132450331125826
17347,guyana,positive,0.7142857142857143
17348,guybrush,positive,1.0
17349,guys,negative,0.4119749776586238
17350,guzman,positive,0.6046511627906976
17351,guzzling,negative,0.3333333333333333
17352,gw,negative,0.5
17353,gwar,positive,0.6
17354,gwen,positive,0.6206896551724138
17355,gwenn,positive,0.5714285714285714
17356,gwenneth,positive,0.6666666666666666
17357,gwizdo,positive,1.0
17358,gwtw,positive,0.6071428571428571
17359,gwyne,negative,0.2
17360,gwyneth,positive,0.5714285714285714
17361,gwynne,positive,0.7674418604651163
17362,gyllenhaal,positive,0.84375
17363,gym,negative,0.5054945054945055
17364,gymkata,negative,0.02857142857142857
17365,gymnasium,positive,0.6
17366,gymnast,negative,0.0784313725490196
17367,gymnastic,negative,0.07692307692307693
17368,gymnastics,negative,0.19230769230769232
17369,gymnasts,negative,0.2
17370,gynecologist,positive,0.6
17371,gypo,positive,1.0
17372,gypped,negative,0.0
17373,gypsies,positive,0.575
17374,gypsy,positive,0.5912408759124088
17375,gyrate,negative,0.3333333333333333
17376,gyrating,negative,0.08333333333333333
17377,gzsz,positive,1.0
17378,ha,negative,0.2826552462526767
17379,haack,negative,0.43478260869565216
17380,haara,negative,0.0
17381,haarman,negative,0.0
17382,haas,positive,0.5833333333333334
17383,habit,negative,0.4797297297297297
17384,habitable,positive,1.0
17385,habitat,positive,0.5555555555555556
17386,habitats,positive,1.0
17387,habits,negative,0.45714285714285713
17388,habitual,positive,0.7272727272727273
17389,habitually,positive,0.875
17390,hacienda,positive,0.8
17391,hack,negative,0.2849740932642487
17392,hacke,positive,1.0
17393,hacked,negative,0.13725490196078433
17394,hackenstein,negative,0.0
17395,hacker,negative,0.2558139534883721
17396,hackers,negative,0.08333333333333333
17397,hackett,positive,0.9473684210526315
17398,hackford,positive,0.8823529411764706
17399,hacking,negative,0.2982456140350877
17400,hackman,negative,0.16393442622950818
17401,hackneyed,negative,0.16574585635359115
17402,hacks,negative,0.140625
17403,hadass,negative,0.0
17404,haddad,negative,0.0
17405,haddonfield,positive,1.0
17406,haden,positive,0.6428571428571429
17407,hades,negative,0.3125
17408,hadith,negative,0.0
17409,hadley,positive,0.8292682926829268
17410,hadleyville,positive,1.0
17411,hadn,negative,0.432
17412,hadnt,negative,0.4818181818181818
17413,haenel,positive,0.9090909090909091
17414,hag,negative,0.37142857142857144
17415,hagan,negative,0.3333333333333333
17416,hagar,positive,0.6818181818181818
17417,hagen,positive,0.6458333333333334
17418,hagerthy,positive,0.6
17419,haggard,positive,0.5342465753424658
17420,haggerty,negative,0.16666666666666666
17421,haggis,negative,0.11764705882352941
17422,hagiography,negative,0.5
17423,hague,positive,0.6
17424,hah,negative,0.045454545454545456
17425,haha,negative,0.4246575342465753
17426,hahaha,negative,0.2631578947368421
17427,hahahaha,negative,0.375
17428,hahahahaha,negative,0.25
17429,hahk,positive,0.9
17430,hahn,negative,0.42857142857142855
17431,hai,positive,0.723404255319149
17432,haiduk,negative,0.0
17433,haig,negative,0.0
17434,haigh,positive,0.8
17435,haiku,negative,0.20833333333333334
17436,hail,negative,0.463768115942029
17437,hailed,negative,0.45
17438,hailing,positive,0.5454545454545454
17439,hails,positive,0.6
17440,haim,negative,0.2923076923076923
